#Station Number:B9156000,,
#Station Name:Yolo Bypass near Lisbon Weir,,
#Station Type:Surface Water,,
#Parameter:Chlorophyll,,
#Output Interval (Unit of Measure):Raw  (UT),,
#Output Date Range:Custom,,
#Start and End Date of Output Date Range:07/20/2021 - 08/17/2021,,
#Query Date and Time:10/04/2021 17:22:43,,
Date Time,Chlorophyll Raw  (UT),Quality Code
7/20/2021 0:00,4.36,1: Good data
7/20/2021 0:15,4.55,1: Good data
7/20/2021 0:30,4.5,1: Good data
7/20/2021 0:45,4.69,1: Good data
7/20/2021 1:00,4.35,1: Good data
7/20/2021 1:15,4.01,1: Good data
7/20/2021 1:30,4.04,1: Good data
7/20/2021 1:45,4.3,1: Good data
7/20/2021 2:00,4.48,1: Good data
7/20/2021 2:15,4.51,1: Good data
7/20/2021 2:30,3.98,1: Good data
7/20/2021 2:45,3.74,1: Good data
7/20/2021 3:00,3.67,1: Good data
7/20/2021 3:15,3.62,1: Good data
7/20/2021 3:30,3.61,1: Good data
7/20/2021 3:45,3.61,1: Good data
7/20/2021 4:00,3.5,1: Good data
7/20/2021 4:15,3.44,1: Good data
7/20/2021 4:30,3.27,1: Good data
7/20/2021 4:45,3.51,1: Good data
7/20/2021 5:00,3.75,1: Good data
7/20/2021 5:15,3.41,1: Good data
7/20/2021 5:30,3.42,1: Good data
7/20/2021 5:45,3.26,1: Good data
7/20/2021 6:00,3.07,1: Good data
7/20/2021 6:15,3.27,1: Good data
7/20/2021 6:30,3.24,1: Good data
7/20/2021 6:45,3.18,1: Good data
7/20/2021 7:00,3.31,1: Good data
7/20/2021 7:15,2.75,1: Good data
7/20/2021 7:30,3.28,1: Good data
7/20/2021 7:45,2.53,1: Good data
7/20/2021 8:00,2.87,1: Good data
7/20/2021 8:15,2.78,1: Good data
7/20/2021 8:30,3.39,1: Good data
7/20/2021 8:45,2.52,1: Good data
7/20/2021 9:00,3.18,1: Good data
7/20/2021 9:15,3.17,1: Good data
7/20/2021 9:30,2.53,1: Good data
7/20/2021 9:45,3.03,1: Good data
7/20/2021 10:00,2.85,1: Good data
7/20/2021 10:15,2.94,1: Good data
7/20/2021 10:30,2.57,1: Good data
7/20/2021 10:45,2.57,1: Good data
7/20/2021 11:00,3.22,1: Good data
7/20/2021 11:15,3.33,1: Good data
7/20/2021 11:30,3.17,1: Good data
7/20/2021 11:45,2.89,1: Good data
7/20/2021 12:00,2.67,1: Good data
7/20/2021 12:15,3.18,1: Good data
7/20/2021 12:30,2.81,1: Good data
7/20/2021 12:45,2.7,1: Good data
7/20/2021 13:00,2.71,1: Good data
7/20/2021 13:15,2.52,1: Good data
7/20/2021 13:30,2.13,1: Good data
7/20/2021 13:45,3.45,1: Good data
7/20/2021 14:00,3.53,1: Good data
7/20/2021 14:15,3.77,1: Good data
7/20/2021 14:30,3.99,1: Good data
7/20/2021 14:45,4.73,1: Good data
7/20/2021 15:00,4.37,1: Good data
7/20/2021 15:15,3.83,1: Good data
7/20/2021 15:30,3.8,1: Good data
7/20/2021 15:45,3.66,1: Good data
7/20/2021 16:00,3.56,1: Good data
7/20/2021 16:15,3.55,1: Good data
7/20/2021 16:30,3.62,1: Good data
7/20/2021 16:45,3.65,1: Good data
7/20/2021 17:00,3.57,1: Good data
7/20/2021 17:15,3.25,1: Good data
7/20/2021 17:30,3.1,1: Good data
7/20/2021 17:45,3.68,1: Good data
7/20/2021 18:00,3.43,1: Good data
7/20/2021 18:15,3.44,1: Good data
7/20/2021 18:30,3.97,1: Good data
7/20/2021 18:45,3.68,1: Good data
7/20/2021 19:00,3.27,1: Good data
7/20/2021 19:15,3.69,1: Good data
7/20/2021 19:30,3.58,1: Good data
7/20/2021 19:45,3.07,1: Good data
7/20/2021 20:00,3.12,1: Good data
7/20/2021 20:15,3.31,1: Good data
7/20/2021 20:30,3.6,1: Good data
7/20/2021 20:45,3.03,1: Good data
7/20/2021 21:00,3.37,1: Good data
7/20/2021 21:15,3.05,1: Good data
7/20/2021 21:30,3.55,1: Good data
7/20/2021 21:45,3.36,1: Good data
7/20/2021 22:00,3.32,1: Good data
7/20/2021 22:15,3.89,1: Good data
7/20/2021 22:30,4.32,1: Good data
7/20/2021 22:45,4.62,1: Good data
7/20/2021 23:00,4.2,1: Good data
7/20/2021 23:15,4.19,1: Good data
7/20/2021 23:30,4.38,1: Good data
7/20/2021 23:45,4.73,1: Good data
7/21/2021 0:00,4.31,1: Good data
7/21/2021 0:15,4.62,1: Good data
7/21/2021 0:30,4.46,1: Good data
7/21/2021 0:45,4.5,1: Good data
7/21/2021 1:00,4.55,1: Good data
7/21/2021 1:15,4.49,1: Good data
7/21/2021 1:30,4.58,1: Good data
7/21/2021 1:45,4.18,1: Good data
7/21/2021 2:00,4.3,1: Good data
7/21/2021 2:15,4.03,1: Good data
7/21/2021 2:30,3.88,1: Good data
7/21/2021 2:45,3.78,1: Good data
7/21/2021 3:00,4.1,1: Good data
7/21/2021 3:15,3.96,1: Good data
7/21/2021 3:30,4.09,1: Good data
7/21/2021 3:45,3.83,1: Good data
7/21/2021 4:00,3.74,1: Good data
7/21/2021 4:15,3.81,1: Good data
7/21/2021 4:30,3.49,1: Good data
7/21/2021 4:45,3.66,1: Good data
7/21/2021 5:00,3.46,1: Good data
7/21/2021 5:15,3.66,1: Good data
7/21/2021 5:30,3.46,1: Good data
7/21/2021 5:45,3.1,1: Good data
7/21/2021 6:00,3.4,1: Good data
7/21/2021 6:15,3.47,1: Good data
7/21/2021 6:30,3.49,1: Good data
7/21/2021 6:45,3.71,1: Good data
7/21/2021 7:00,3.39,1: Good data
7/21/2021 7:15,3.57,1: Good data
7/21/2021 7:30,3.21,1: Good data
7/21/2021 7:45,3.27,1: Good data
7/21/2021 8:00,3.19,1: Good data
7/21/2021 8:15,3.2,1: Good data
7/21/2021 8:30,3.17,1: Good data
7/21/2021 8:45,3.27,1: Good data
7/21/2021 9:00,3.38,1: Good data
7/21/2021 9:15,3.25,1: Good data
7/21/2021 9:30,3.12,1: Good data
7/21/2021 9:45,2.23,1: Good data
7/21/2021 10:00,2.03,1: Good data
7/21/2021 10:15,2.32,1: Good data
7/21/2021 10:30,2.11,1: Good data
7/21/2021 10:45,1.98,1: Good data
7/21/2021 11:00,2.86,1: Good data
7/21/2021 11:15,2.69,1: Good data
7/21/2021 11:30,2.08,1: Good data
7/21/2021 11:45,2.62,1: Good data
7/21/2021 12:00,1.91,1: Good data
7/21/2021 12:15,1.91,1: Good data
7/21/2021 12:30,2.12,1: Good data
7/21/2021 12:45,2.8,1: Good data
7/21/2021 13:00,2.19,1: Good data
7/21/2021 13:15,2.15,1: Good data
7/21/2021 13:30,2.5,1: Good data
7/21/2021 13:45,2.78,1: Good data
7/21/2021 14:00,2.06,1: Good data
7/21/2021 14:15,2.16,1: Good data
7/21/2021 14:30,2.07,1: Good data
7/21/2021 14:45,1.9,1: Good data
7/21/2021 15:00,2.39,1: Good data
7/21/2021 15:15,2.13,1: Good data
7/21/2021 15:30,3.26,1: Good data
7/21/2021 15:45,4.07,1: Good data
7/21/2021 16:00,4.03,1: Good data
7/21/2021 16:15,3.66,1: Good data
7/21/2021 16:30,4.04,1: Good data
7/21/2021 16:45,3.86,1: Good data
7/21/2021 17:00,4.14,1: Good data
7/21/2021 17:15,3.92,1: Good data
7/21/2021 17:30,3.87,1: Good data
7/21/2021 17:45,3.96,1: Good data
7/21/2021 18:00,4.39,1: Good data
7/21/2021 18:15,4.52,1: Good data
7/21/2021 18:30,3.96,1: Good data
7/21/2021 18:45,4.36,1: Good data
7/21/2021 19:00,3.73,1: Good data
7/21/2021 19:15,3.96,1: Good data
7/21/2021 19:30,3.69,1: Good data
7/21/2021 19:45,5.02,1: Good data
7/21/2021 20:00,5.27,1: Good data
7/21/2021 20:15,4.79,1: Good data
7/21/2021 20:30,3.59,1: Good data
7/21/2021 20:45,4.31,1: Good data
7/21/2021 21:00,4.63,1: Good data
7/21/2021 21:15,4.3,1: Good data
7/21/2021 21:30,3.69,1: Good data
7/21/2021 21:45,4.25,1: Good data
7/21/2021 22:00,3.74,1: Good data
7/21/2021 22:15,3.92,1: Good data
7/21/2021 22:30,3.34,1: Good data
7/21/2021 22:45,3.61,1: Good data
7/21/2021 23:00,3.93,1: Good data
7/21/2021 23:15,4.39,1: Good data
7/21/2021 23:30,4.33,1: Good data
7/21/2021 23:45,4.65,1: Good data
7/22/2021 0:00,4.73,1: Good data
7/22/2021 0:15,4.62,1: Good data
7/22/2021 0:30,4.68,1: Good data
7/22/2021 0:45,4.73,1: Good data
7/22/2021 1:00,4.62,1: Good data
7/22/2021 1:15,4.66,1: Good data
7/22/2021 1:30,4.5,1: Good data
7/22/2021 1:45,4.74,1: Good data
7/22/2021 2:00,4.27,1: Good data
7/22/2021 2:15,4.36,1: Good data
7/22/2021 2:30,4.31,1: Good data
7/22/2021 2:45,4.24,1: Good data
7/22/2021 3:00,4.2,1: Good data
7/22/2021 3:15,4.07,1: Good data
7/22/2021 3:30,3.85,1: Good data
7/22/2021 3:45,3.99,1: Good data
7/22/2021 4:00,3.96,1: Good data
7/22/2021 4:15,4.1,1: Good data
7/22/2021 4:30,4.02,1: Good data
7/22/2021 4:45,3.74,1: Good data
7/22/2021 5:00,3.64,1: Good data
7/22/2021 5:15,3.73,1: Good data
7/22/2021 5:30,3.71,1: Good data
7/22/2021 5:45,3.69,1: Good data
7/22/2021 6:00,4.03,1: Good data
7/22/2021 6:15,3.56,1: Good data
7/22/2021 6:30,3.67,1: Good data
7/22/2021 6:45,3.62,1: Good data
7/22/2021 7:00,3.66,1: Good data
7/22/2021 7:15,3.65,1: Good data
7/22/2021 7:30,3.79,1: Good data
7/22/2021 7:45,3.91,1: Good data
7/22/2021 8:00,3.75,1: Good data
7/22/2021 8:15,4.47,1: Good data
7/22/2021 8:30,3.63,1: Good data
7/22/2021 8:45,3.15,1: Good data
7/22/2021 9:00,3.42,1: Good data
7/22/2021 9:15,3.29,1: Good data
7/22/2021 9:30,3.13,1: Good data
7/22/2021 9:45,3.16,1: Good data
7/22/2021 10:00,2.83,1: Good data
7/22/2021 10:15,3.31,1: Good data
7/22/2021 10:30,2.49,1: Good data
7/22/2021 10:45,2.21,1: Good data
7/22/2021 11:00,2.16,1: Good data
7/22/2021 11:15,1.97,1: Good data
7/22/2021 11:30,1.82,1: Good data
7/22/2021 11:45,2.18,1: Good data
7/22/2021 12:00,2.13,1: Good data
7/22/2021 12:15,1.83,1: Good data
7/22/2021 12:30,1.83,1: Good data
7/22/2021 12:45,2.04,1: Good data
7/22/2021 13:00,1.73,1: Good data
7/22/2021 13:15,2.01,1: Good data
7/22/2021 13:30,2.71,1: Good data
7/22/2021 13:45,1.99,1: Good data
7/22/2021 14:00,2.29,1: Good data
7/22/2021 14:15,2.02,1: Good data
7/22/2021 14:30,2.9,1: Good data
7/22/2021 14:45,3.51,1: Good data
7/22/2021 15:00,2.07,1: Good data
7/22/2021 15:15,1.94,1: Good data
7/22/2021 15:30,4.06,1: Good data
7/22/2021 15:45,1.91,1: Good data
7/22/2021 16:00,2.46,1: Good data
7/22/2021 16:15,4.93,1: Good data
7/22/2021 16:30,4.73,1: Good data
7/22/2021 16:45,4.32,1: Good data
7/22/2021 17:00,4.5,1: Good data
7/22/2021 17:15,3.98,1: Good data
7/22/2021 17:30,3.98,1: Good data
7/22/2021 17:45,3.94,1: Good data
7/22/2021 18:00,4.07,1: Good data
7/22/2021 18:15,4.3,1: Good data
7/22/2021 18:30,4.17,1: Good data
7/22/2021 18:45,4.3,1: Good data
7/22/2021 19:00,4.41,1: Good data
7/22/2021 19:15,4.76,1: Good data
7/22/2021 19:30,3.96,1: Good data
7/22/2021 19:45,4.47,1: Good data
7/22/2021 20:00,4.66,1: Good data
7/22/2021 20:15,4.54,1: Good data
7/22/2021 20:30,3.15,1: Good data
7/22/2021 20:45,5.18,1: Good data
7/22/2021 21:00,4.16,1: Good data
7/22/2021 21:15,4.24,1: Good data
7/22/2021 21:30,4.41,1: Good data
7/22/2021 21:45,5.02,1: Good data
7/22/2021 22:00,4.68,1: Good data
7/22/2021 22:15,3.89,1: Good data
7/22/2021 22:30,4.3,1: Good data
7/22/2021 22:45,3.49,1: Good data
7/22/2021 23:00,3.93,1: Good data
7/22/2021 23:15,3.44,1: Good data
7/22/2021 23:30,3.29,1: Good data
7/22/2021 23:45,4.07,1: Good data
7/23/2021 0:00,3.34,1: Good data
7/23/2021 0:15,3.61,1: Good data
7/23/2021 0:30,4.43,1: Good data
7/23/2021 0:45,4.87,1: Good data
7/23/2021 1:00,4.96,1: Good data
7/23/2021 1:15,4.65,1: Good data
7/23/2021 1:30,4.75,1: Good data
7/23/2021 1:45,4.83,1: Good data
7/23/2021 2:00,4.81,1: Good data
7/23/2021 2:15,4.71,1: Good data
7/23/2021 2:30,4.84,1: Good data
7/23/2021 2:45,4.72,1: Good data
7/23/2021 3:00,4.69,1: Good data
7/23/2021 3:15,4.88,1: Good data
7/23/2021 3:30,4.85,1: Good data
7/23/2021 3:45,4.82,1: Good data
7/23/2021 4:00,4.32,1: Good data
7/23/2021 4:15,4.18,1: Good data
7/23/2021 4:30,4.3,1: Good data
7/23/2021 4:45,4.24,1: Good data
7/23/2021 5:00,4.35,1: Good data
7/23/2021 5:15,4.49,1: Good data
7/23/2021 5:30,4.11,1: Good data
7/23/2021 5:45,3.78,1: Good data
7/23/2021 6:00,4.1,1: Good data
7/23/2021 6:15,3.7,1: Good data
7/23/2021 6:30,3.96,1: Good data
7/23/2021 6:45,3.82,1: Good data
7/23/2021 7:00,3.86,1: Good data
7/23/2021 7:15,3.9,1: Good data
7/23/2021 7:30,3.16,1: Good data
7/23/2021 7:45,4.56,1: Good data
7/23/2021 8:00,3.66,1: Good data
7/23/2021 8:15,4.73,1: Good data
7/23/2021 8:30,5.78,1: Good data
7/23/2021 8:45,4.63,1: Good data
7/23/2021 9:00,3.41,1: Good data
7/23/2021 9:15,3.81,1: Good data
7/23/2021 9:30,3.75,1: Good data
7/23/2021 9:45,3.55,1: Good data
7/23/2021 10:00,3.06,1: Good data
7/23/2021 10:15,3.69,1: Good data
7/23/2021 10:30,2.11,1: Good data
7/23/2021 10:45,2.65,1: Good data
7/23/2021 11:00,3.44,1: Good data
7/23/2021 11:15,2.15,1: Good data
7/23/2021 11:30,2.09,1: Good data
7/23/2021 11:45,3.74,1: Good data
7/23/2021 12:00,2.43,1: Good data
7/23/2021 12:15,2.58,1: Good data
7/23/2021 12:30,2.27,1: Good data
7/23/2021 12:45,2.43,1: Good data
7/23/2021 13:00,3.41,1: Good data
7/23/2021 13:15,4.19,1: Good data
7/23/2021 13:30,2.46,1: Good data
7/23/2021 13:45,2.57,1: Good data
7/23/2021 14:00,2.21,1: Good data
7/23/2021 14:15,1.83,1: Good data
7/23/2021 14:30,2.88,1: Good data
7/23/2021 14:45,2.21,1: Good data
7/23/2021 15:00,2.19,1: Good data
7/23/2021 15:15,2.6,1: Good data
7/23/2021 15:30,2.01,1: Good data
7/23/2021 15:45,2.57,1: Good data
7/23/2021 16:00,3.1,1: Good data
7/23/2021 16:15,2.48,1: Good data
7/23/2021 16:30,3.11,1: Good data
7/23/2021 16:45,2.27,1: Good data
7/23/2021 17:00,1.98,1: Good data
7/23/2021 17:15,2.2,1: Good data
7/23/2021 17:30,3.48,1: Good data
7/23/2021 17:45,4.64,1: Good data
7/23/2021 18:00,4.53,1: Good data
7/23/2021 18:15,4.35,1: Good data
7/23/2021 18:30,4.07,1: Good data
7/23/2021 18:45,4.28,1: Good data
7/23/2021 19:00,4.34,1: Good data
7/23/2021 19:15,4.05,1: Good data
7/23/2021 19:30,4.54,1: Good data
7/23/2021 19:45,4.62,1: Good data
7/23/2021 20:00,4.72,1: Good data
7/23/2021 20:15,5.05,1: Good data
7/23/2021 20:30,4.57,1: Good data
7/23/2021 20:45,4.61,1: Good data
7/23/2021 21:00,3.69,1: Good data
7/23/2021 21:15,3.51,1: Good data
7/23/2021 21:30,4.92,1: Good data
7/23/2021 21:45,5.46,1: Good data
7/23/2021 22:00,3.87,1: Good data
7/23/2021 22:15,4.69,1: Good data
7/23/2021 22:30,5.4,1: Good data
7/23/2021 22:45,4.23,1: Good data
7/23/2021 23:00,4.05,1: Good data
7/23/2021 23:15,3.56,1: Good data
7/23/2021 23:30,3.72,1: Good data
7/23/2021 23:45,3.61,1: Good data
7/24/2021 0:00,3.33,1: Good data
7/24/2021 0:15,3.26,1: Good data
7/24/2021 0:30,3.09,1: Good data
7/24/2021 0:45,3.47,1: Good data
7/24/2021 1:00,2.87,1: Good data
7/24/2021 1:15,3.31,1: Good data
7/24/2021 1:30,4.47,1: Good data
7/24/2021 1:45,4.17,1: Good data
7/24/2021 2:00,4.8,1: Good data
7/24/2021 2:15,4.79,1: Good data
7/24/2021 2:30,5.1,1: Good data
7/24/2021 2:45,4.84,1: Good data
7/24/2021 3:00,4.8,1: Good data
7/24/2021 3:15,4.93,1: Good data
7/24/2021 3:30,4.8,1: Good data
7/24/2021 3:45,4.86,1: Good data
7/24/2021 4:00,4.93,1: Good data
7/24/2021 4:15,5.09,1: Good data
7/24/2021 4:30,4.65,1: Good data
7/24/2021 4:45,4.85,1: Good data
7/24/2021 5:00,4.55,1: Good data
7/24/2021 5:15,4.4,1: Good data
7/24/2021 5:30,4.19,1: Good data
7/24/2021 5:45,4.26,1: Good data
7/24/2021 6:00,4.03,1: Good data
7/24/2021 6:15,4.33,1: Good data
7/24/2021 6:30,3.82,1: Good data
7/24/2021 6:45,4.14,1: Good data
7/24/2021 7:00,4.05,1: Good data
7/24/2021 7:15,3.71,1: Good data
7/24/2021 7:30,3.63,1: Good data
7/24/2021 7:45,3.9,1: Good data
7/24/2021 8:00,3.56,1: Good data
7/24/2021 8:15,3.92,1: Good data
7/24/2021 8:30,3.92,1: Good data
7/24/2021 8:45,3.77,1: Good data
7/24/2021 9:00,3.07,1: Good data
7/24/2021 9:15,2.69,1: Good data
7/24/2021 9:30,3.09,1: Good data
7/24/2021 9:45,2.89,1: Good data
7/24/2021 10:00,3.82,1: Good data
7/24/2021 10:15,3.38,1: Good data
7/24/2021 10:30,3.54,1: Good data
7/24/2021 10:45,2.3,1: Good data
7/24/2021 11:00,3.25,1: Good data
7/24/2021 11:15,3.49,1: Good data
7/24/2021 11:30,3.19,1: Good data
7/24/2021 11:45,2.54,1: Good data
7/24/2021 12:00,2.92,1: Good data
7/24/2021 12:15,1.94,1: Good data
7/24/2021 12:30,2.06,1: Good data
7/24/2021 12:45,2.5,1: Good data
7/24/2021 13:00,1.82,1: Good data
7/24/2021 13:15,2.36,1: Good data
7/24/2021 13:30,1.84,1: Good data
7/24/2021 13:45,2.26,1: Good data
7/24/2021 14:00,1.8,1: Good data
7/24/2021 14:15,2.01,1: Good data
7/24/2021 14:30,2.25,1: Good data
7/24/2021 14:45,2.26,1: Good data
7/24/2021 15:00,2.24,1: Good data
7/24/2021 15:15,2.47,1: Good data
7/24/2021 15:30,2.25,1: Good data
7/24/2021 15:45,2.39,1: Good data
7/24/2021 16:00,2.33,1: Good data
7/24/2021 16:15,2.38,1: Good data
7/24/2021 16:30,4.73,1: Good data
7/24/2021 16:45,4.72,1: Good data
7/24/2021 17:00,3.85,1: Good data
7/24/2021 17:15,4.14,1: Good data
7/24/2021 17:30,4.54,1: Good data
7/24/2021 17:45,4.25,1: Good data
7/24/2021 18:00,4.46,1: Good data
7/24/2021 18:15,3.89,1: Good data
7/24/2021 18:30,4.28,1: Good data
7/24/2021 18:45,3.97,1: Good data
7/24/2021 19:00,4.31,1: Good data
7/24/2021 19:15,3.8,1: Good data
7/24/2021 19:30,4.23,1: Good data
7/24/2021 19:45,4.35,1: Good data
7/24/2021 20:00,4.25,1: Good data
7/24/2021 20:15,4.45,1: Good data
7/24/2021 20:30,3.97,1: Good data
7/24/2021 20:45,4.12,1: Good data
7/24/2021 21:00,4,1: Good data
7/24/2021 21:15,4.14,1: Good data
7/24/2021 21:30,3.59,1: Good data
7/24/2021 21:45,4.25,1: Good data
7/24/2021 22:00,3.74,1: Good data
7/24/2021 22:15,4.04,1: Good data
7/24/2021 22:30,5.09,1: Good data
7/24/2021 22:45,3.63,1: Good data
7/24/2021 23:00,3.99,1: Good data
7/24/2021 23:15,4.77,1: Good data
7/24/2021 23:30,4.49,1: Good data
7/24/2021 23:45,3.99,1: Good data
7/25/2021 0:00,3.84,1: Good data
7/25/2021 0:15,3.05,1: Good data
7/25/2021 0:30,3.34,1: Good data
7/25/2021 0:45,4.06,1: Good data
7/25/2021 1:00,3.65,1: Good data
7/25/2021 1:15,3.53,1: Good data
7/25/2021 1:30,3.67,1: Good data
7/25/2021 1:45,3.27,1: Good data
7/25/2021 2:00,4.34,1: Good data
7/25/2021 2:15,3.55,1: Good data
7/25/2021 2:30,4.65,1: Good data
7/25/2021 2:45,4.51,1: Good data
7/25/2021 3:00,4.52,1: Good data
7/25/2021 3:15,4.39,1: Good data
7/25/2021 3:30,4.58,1: Good data
7/25/2021 3:45,4.51,1: Good data
7/25/2021 4:00,4.34,1: Good data
7/25/2021 4:15,4.7,1: Good data
7/25/2021 4:30,4.25,1: Good data
7/25/2021 4:45,4.56,1: Good data
7/25/2021 5:00,4.75,1: Good data
7/25/2021 5:15,4.67,1: Good data
7/25/2021 5:30,4.64,1: Good data
7/25/2021 5:45,3.79,1: Good data
7/25/2021 6:00,4.54,1: Good data
7/25/2021 6:15,4.29,1: Good data
7/25/2021 6:30,4.14,1: Good data
7/25/2021 6:45,4.28,1: Good data
7/25/2021 7:00,4.01,1: Good data
7/25/2021 7:15,8.79,1: Good data
7/25/2021 7:30,4.2,1: Good data
7/25/2021 7:45,3.97,1: Good data
7/25/2021 8:00,3.88,1: Good data
7/25/2021 8:15,4.08,1: Good data
7/25/2021 8:30,3.67,1: Good data
7/25/2021 8:45,3.69,1: Good data
7/25/2021 9:00,3.56,1: Good data
7/25/2021 9:15,3.75,1: Good data
7/25/2021 9:30,3.07,1: Good data
7/25/2021 9:45,3.21,1: Good data
7/25/2021 10:00,2.98,1: Good data
7/25/2021 10:15,2.72,1: Good data
7/25/2021 10:30,3.12,1: Good data
7/25/2021 10:45,2.77,1: Good data
7/25/2021 11:00,3.21,1: Good data
7/25/2021 11:15,3.09,1: Good data
7/25/2021 11:30,2.65,1: Good data
7/25/2021 11:45,2.36,1: Good data
7/25/2021 12:00,2.97,1: Good data
7/25/2021 12:15,2.58,1: Good data
